degree,coef0,gamma,cost,nu,dev
4,2.5,0.4,2,0.1,0.370105691203454
2,0,0.25,32,0.1,0.379439624109295
3,0,0.25,32,0.1,0.386543394294431
4,0,0.2,128,0.1,0.309141901855688
3,5,0.25,16,0.1,0.421827710732678
5,5,0.25,0.5,0.2,0.337357631356106
1,-5,0.3,0.5,0.2,0.388620017207258
2,-5,0.3,0.5,0.2,-5.0838213443163
3,-5,0.3,0.5,0.2,-4.87838507873432
4,-5,0.3,0.5,0.2,-8.36455572743943
5,-5,0.3,0.5,0.2,-9.67250194326939
1,-2.5,0.3,0.5,0.2,0.388694187519316
2,-2.5,0.3,0.5,0.2,-5.88935085880105
3,-2.5,0.3,0.5,0.2,-5.07200210574918
4,-2.5,0.3,0.5,0.2,-7.1496835992734
5,-2.5,0.3,0.5,0.2,-5.47911447538874
1,0,0.3,0.5,0.2,0.388554459760851
2,0,0.3,0.5,0.2,0.49067046648714
3,0,0.3,0.5,0.2,0.508666558260773
4,0,0.25,32,0.1,0.329546932052725
4,0,0.3,0.5,0.2,0.472013808988334
5,0,0.3,0.5,0.2,0.435186849528911
1,2.5,0.3,0.5,0.2,0.388636939098105
2,2.5,0.3,0.5,0.2,0.508189551996571
3,2.5,0.3,0.5,0.2,0.541335896635887
5,0,0.35,4,0.1,0.243646459730721
1,2.5,0.35,4,0.1,0.294452067588624
2,2.5,0.35,4,0.1,0.393856092482915
3,2.5,0.35,4,0.1,0.424420670089858
4,2.5,0.3,0.5,0.2,0.490110157202986
5,5,0.1,1,0.2,0.477512364184117
1,-5,0.15,1,0.2,0.388588523423395
2,-5,0.15,1,0.2,-6.32323769133109
3,-5,0.15,1,0.2,-5.91303311129442
4,-5,0.15,1,0.2,-8.44764597837296
5,-5,0.15,1,0.2,-9.16063349490514
1,-2.5,0.15,1,0.2,0.38862001720728
2,-2.5,0.15,1,0.2,-4.74952268782949
3,-2.5,0.15,1,0.2,-5.39653514707017
4,-2.5,0.15,1,0.2,-7.23944380208253
5,-2.5,0.15,1,0.2,-7.62117314425103
1,0,0.15,1,0.2,0.388554459760852
2,0,0.15,1,0.2,0.468372772054205
3,0,0.15,1,0.2,0.427265163748448
4,0,0.15,1,0.2,0.378451189858315
5,0,0.15,1,0.2,0.325102794253462
1,2.5,0.15,1,0.2,0.388629970391719
2,2.5,0.15,1,0.2,0.495794167712781
3,2.5,0.15,1,0.2,0.531100425436097
5,5,0.35,0.25,0.2,0.310107038137115
1,-5,0.4,0.25,0.2,0.390035865603236
2,-5,0.4,0.25,0.2,-4.8899282586652
4,2.5,0.15,1,0.2,0.518691420847514
3,-5,0.4,0.25,0.2,-4.84588967440102
4,-5,0.4,0.25,0.2,-6.86222125915691
5,-5,0.4,0.25,0.2,-7.54276237936985
1,-2.5,0.4,0.25,0.2,0.389779858440099
2,-2.5,0.4,0.25,0.2,-5.64118934482431
3,-2.5,0.4,0.25,0.2,-5.73225845592058
4,-2.5,0.4,0.25,0.2,-6.87170807663015
5,-2.5,0.4,0.25,0.2,-6.65550103768718
1,0,0.4,0.25,0.2,0.390014611188439
2,0,0.4,0.25,0.2,0.490522760731037
3,0,0.4,0.25,0.2,0.511175100586768
4,0,0.4,0.25,0.2,0.480740529729029
5,0,0.4,0.25,0.2,0.431341428955279
1,2.5,0.4,0.25,0.2,0.390040129085683
2,2.5,0.4,0.25,0.2,0.508587566459934
3,2.5,0.4,0.25,0.2,0.538236560195034
5,2.5,0.3,8,0.1,-0.0657223868487731
1,5,0.3,8,0.1,0.294699922502902
2,5,0.3,8,0.1,0.394145432002478
4,2.5,0.4,0.25,0.2,0.494189963247958
5,2.5,0.15,1,0.2,0.468969415546473
1,5,0.15,1,0.2,0.388649098286538
2,5,0.15,1,0.2,0.497195015776544
3,5,0.15,1,0.2,0.530612886448689
5,0,0.2,128,0.1,0.188769679417466
1,2.5,0.2,128,0.1,0.294463420156259
5,0,0.25,32,0.1,0.205522794216799
1,2.5,0.25,32,0.1,0.294776667703436
4,2.5,0.35,4,0.1,0.348250850593084
2,2.5,0.25,32,0.1,0.391788396886989
3,5,0.3,8,0.1,0.42436432919363
5,2.5,0.2,64,0.1,-0.159856694441749
1,5,0.2,64,0.1,0.294616857468315
2,2.5,0.2,128,0.1,0.389569563122929
5,2.5,0.4,2,0.1,0.0322803650971786
1,5,0.4,2,0.1,0.294026913386226
2,5,0.4,2,0.1,0.392048680811216
4,5,0.15,1,0.2,0.518235630341176
2,5,0.2,64,0.1,0.39246489687691
3,5,0.4,2,0.1,0.430850216090046
4,5,0.25,16,0.1,0.18416932872198
3,2.5,0.25,32,0.1,0.432508161007884
3,2.5,0.2,128,0.1,0.389663066819471
5,2.5,0.3,0.5,0.2,0.386592486836125
1,5,0.3,0.5,0.2,0.388629970391707
2,5,0.3,0.5,0.2,0.508128680086781
3,5,0.3,0.5,0.2,0.54536112577941
3,5,0.2,64,0.1,0.360399937757807
4,5,0.4,2,0.1,0.278537017760858
4,5,0.3,8,0.1,0.200602927845538
4,2.5,0.25,32,0.1,0.177863244510404
5,5,0.15,1,0.2,0.404260575441851
1,-5,0.2,1,0.2,0.38558606724029
4,5,0.3,0.5,0.2,0.483878409369916
2,-5,0.2,1,0.2,-6.48449844555779
5,2.5,0.35,4,0.1,-0.0939640059787246
1,5,0.35,4,0.1,0.294391490016656
3,-5,0.2,1,0.2,-6.32143971088953
4,-5,0.2,1,0.2,-8.57437490832854
5,-5,0.2,1,0.2,-9.56716433271748
5,2.5,0.4,0.25,0.2,0.359417310847975
1,-2.5,0.2,1,0.2,0.385842968736689
2,-2.5,0.2,1,0.2,-4.8899282586652
1,5,0.4,0.25,0.2,0.389944293611724
3,-2.5,0.2,1,0.2,-5.05643953081451
2,5,0.4,0.25,0.2,0.510246537859899
4,-2.5,0.2,1,0.2,-7.35184939778421
2,5,0.35,4,0.1,0.393513198974713
5,-2.5,0.2,1,0.2,-6.50347836186229
1,0,0.2,1,0.2,0.386049974516852
2,0,0.2,1,0.2,0.490522760731037
3,0,0.2,1,0.2,0.48910624885506
4,0,0.2,1,0.2,0.437681521999015
5,0,0.2,1,0.2,0.407005339204465
1,2.5,0.2,1,0.2,0.385663838484846
3,5,0.4,0.25,0.2,0.539869216274468
2,2.5,0.2,1,0.2,0.510246537859899
3,2.5,0.2,1,0.2,0.544471540305134
4,2.5,0.2,1,0.2,0.51081501931338
3,5,0.35,4,0.1,0.432336396750654
4,2.5,0.2,128,0.1,0.150543412495661
5,5,0.25,16,0.1,-0.113558195295796
1,-5,0.3,16,0.1,0.294701731489319
2,-5,0.3,16,0.1,-8.02348513116989
3,-5,0.3,16,0.1,-9.1455059457975
4,-5,0.3,16,0.1,-9.89541361143247
5,-5,0.3,16,0.1,-9.88603937504908
1,-2.5,0.3,16,0.1,0.294695541261221
2,-2.5,0.3,16,0.1,-7.44932765357728
3,-2.5,0.3,16,0.1,-5.44200308175792
4,-2.5,0.3,16,0.1,-8.3736679170768
5,-2.5,0.3,16,0.1,-5.77299016411047
1,0,0.3,16,0.1,0.29453599347055
2,0,0.3,16,0.1,0.378587122732129
4,5,0.4,0.25,0.2,0.478558010385004
3,0,0.3,16,0.1,0.388636124114939
4,5,0.2,64,0.1,0.0236302561420588
4,0,0.3,16,0.1,0.326869277819635
5,5,0.4,2,0.1,-0.159856694441749
1,-5,0.05,2,0.2,0.389766794161888
2,-5,0.05,2,0.2,-6.12453701479258
3,-5,0.05,2,0.2,-4.83549458339067
4,-5,0.05,2,0.2,-8.26704109178145
5,-5,0.05,2,0.2,-8.0493274307169
1,-2.5,0.05,2,0.2,0.390168994166313
2,-2.5,0.05,2,0.2,-4.57592856542104
3,-2.5,0.05,2,0.2,-4.31230980813069
4,-2.5,0.05,2,0.2,-7.11057211024933
5,-2.5,0.05,2,0.2,-6.52723726431006
1,0,0.05,2,0.2,0.390014611188439
2,0,0.05,2,0.2,0.344240380177802
3,0,0.05,2,0.2,0.115239005223314
4,0,0.05,2,0.2,0.00867542566386936
5,0,0.05,2,0.2,-0.0230665910498884
1,2.5,0.05,2,0.2,0.390096775802751
2,2.5,0.05,2,0.2,0.436801245583519
3,2.5,0.05,2,0.2,0.502961258023207
5,2.5,0.2,1,0.2,0.43586041318238
1,5,0.2,1,0.2,0.385862908541107
2,5,0.2,1,0.2,0.507160219323885
4,2.5,0.05,2,0.2,0.525332701122263
3,5,0.2,1,0.2,0.541823833595502
4,5,0.35,4,0.1,0.192686866922172
5,2.5,0.05,2,0.2,0.532552868401033
1,5,0.05,2,0.2,0.389766795332949
5,5,0.3,8,0.1,-0.171321965771025
2,5,0.05,2,0.2,0.436105535445083
1,-5,0.35,8,0.1,0.29463466133793
2,-5,0.35,8,0.1,-7.699337371498
3,-5,0.35,8,0.1,-8.73804869347886
4,-5,0.35,8,0.1,-9.50066720335967
5,-5,0.35,8,0.1,-12.5375340266877
1,-2.5,0.35,8,0.1,0.294621427099652
2,-2.5,0.35,8,0.1,-7.10528286501527
3,-2.5,0.35,8,0.1,-5.12650225780725
3,5,0.05,2,0.2,0.51357615027958
4,-2.5,0.35,8,0.1,-8.00941692213073
5,-2.5,0.35,8,0.1,-7.5482950396896
1,0,0.35,8,0.1,0.294515818632646
2,0,0.35,8,0.1,0.37633413632152
3,0,0.35,8,0.1,0.396557246468958
4,5,0.05,2,0.2,0.539927730216714
5,2.5,0.25,32,0.1,-0.206698554644845
1,5,0.25,32,0.1,0.294668868693825
2,5,0.25,32,0.1,0.391641189801847
4,0,0.35,8,0.1,0.332755403241351
5,5,0.3,0.5,0.2,0.309257057080206
1,-5,0.35,0.5,0.2,0.386793804483874
2,-5,0.35,0.5,0.2,-6.39325485258423
3,-5,0.35,0.5,0.2,-6.62442731411734
4,-5,0.35,0.5,0.2,-7.11297698960065
5,-5,0.35,0.5,0.2,-9.94263411295683
1,-2.5,0.35,0.5,0.2,0.386707036679959
2,-2.5,0.35,0.5,0.2,-5.95530333341875
3,-2.5,0.35,0.5,0.2,-5.21410785812724
4,-2.5,0.35,0.5,0.2,-7.19184902692384
5,-2.5,0.35,0.5,0.2,-8.57227550249612
1,0,0.35,0.5,0.2,0.386827847728008
2,0,0.35,0.5,0.2,0.492079038766941
3,0,0.35,0.5,0.2,0.513825247409405
4,0,0.35,0.5,0.2,0.477642612315809
4,5,0.2,1,0.2,0.488830434611734
5,5,0.05,2,0.2,0.506819651694892
1,-5,0.1,2,0.2,0.385750589697904
2,-5,0.1,2,0.2,-5.23606456456501
3,-5,0.1,2,0.2,-5.84142714472141
4,-5,0.1,2,0.2,-8.63455916080853
5,-5,0.1,2,0.2,-9.06900761437374
1,-2.5,0.1,2,0.2,0.38558606724029
2,-2.5,0.1,2,0.2,-6.09979980327891
3,-2.5,0.1,2,0.2,-5.31026476491652
4,-2.5,0.1,2,0.2,-7.43637784002145
5,-2.5,0.1,2,0.2,-5.32313563287649
1,0,0.1,2,0.2,0.386049974516852
2,0,0.1,2,0.2,0.465888287259473
3,0,0.1,2,0.2,0.387752565840433
4,0,0.1,2,0.2,0.300714342823166
5,0,0.35,0.5,0.2,0.431129824043112
5,0,0.1,2,0.2,0.163683575263834
1,2.5,0.35,0.5,0.2,0.386713649639719
1,2.5,0.1,2,0.2,0.385862908541107
2,2.5,0.1,2,0.2,0.495594221856022
2,2.5,0.35,0.5,0.2,0.51047481126199
3,2.5,0.1,2,0.2,0.521804874199011
3,2.5,0.35,0.5,0.2,0.532488553875601
4,2.5,0.1,2,0.2,0.525339780276963
3,5,0.25,32,0.1,0.40042957887996
5,0,0.3,16,0.1,0.191454604977145
1,2.5,0.3,16,0.1,0.294462371597903
5,2.5,0.2,128,0.1,-0.252190739707126
2,2.5,0.3,16,0.1,0.393238322340566
1,5,0.2,128,0.1,0.294458315405674
4,2.5,0.35,0.5,0.2,0.478845096669578
5,2.5,0.1,2,0.2,0.490838086967146
1,5,0.1,2,0.2,0.385788351964518
2,5,0.1,2,0.2,0.496647531344133
3,5,0.1,2,0.2,0.523959277153274
2,5,0.2,128,0.1,0.391092394962882
3,2.5,0.3,16,0.1,0.426832099341886
5,5,0.2,64,0.1,-0.284780587784415
1,-5,0.25,64,0.1,0.293963389182799
2,-5,0.25,64,0.1,-8.75354766600177
3,-5,0.25,64,0.1,-9.96737811952668
4,-5,0.25,64,0.1,-10.6710524844882
5,-5,0.25,64,0.1,-13.3554004461783
1,-2.5,0.25,64,0.1,0.294271149217158
2,-2.5,0.25,64,0.1,-8.20386393058022
3,-2.5,0.25,64,0.1,-9.35698752130909
4,-2.5,0.25,64,0.1,-9.07390023028955
5,-2.5,0.25,64,0.1,-11.9634039549439
1,0,0.25,64,0.1,0.294351604552575
4,5,0.1,2,0.2,0.519741989441671
5,5,0.4,0.25,0.2,0.228512073458271
2,0,0.25,64,0.1,0.377785260906828
1,-5,0.05,0.25,0.3,0.404555976341166
2,-5,0.05,0.25,0.3,-5.12926692425924
3,-5,0.05,0.25,0.3,-3.34464368599973
4,-5,0.05,0.25,0.3,-5.96072819280342
5,-5,0.05,0.25,0.3,-6.29595022594723
1,-2.5,0.05,0.25,0.3,0.40447630481191
2,-2.5,0.05,0.25,0.3,-4.75452998385763
3,-2.5,0.05,0.25,0.3,-2.87644693201777
4,-2.5,0.05,0.25,0.3,-4.93050359089429
5,-2.5,0.05,0.25,0.3,-4.89126149939025
1,0,0.05,0.25,0.3,0.404491251943593
2,0,0.05,0.25,0.3,0.167136984782311
3,0,0.05,0.25,0.3,0.0845573426076924
4,0,0.05,0.25,0.3,0.0277848420372726
5,0,0.05,0.25,0.3,0.0110911485484954
1,2.5,0.05,0.25,0.3,0.404476301943107
2,2.5,0.05,0.25,0.3,0.452817595861239
3,2.5,0.05,0.25,0.3,0.512442019796751
4,2.5,0.05,0.25,0.3,0.56862437357965
5,0,0.35,8,0.1,0.183039271710524
1,2.5,0.35,8,0.1,0.294559885530108
5,2.5,0.05,0.25,0.3,0.584898620832655
1,5,0.05,0.25,0.3,0.404555976576537
2,5,0.05,0.25,0.3,0.451487238328175
3,5,0.05,0.25,0.3,0.537715198886569
2,2.5,0.35,8,0.1,0.395244952860937
4,5,0.05,0.25,0.3,0.579033613415607
3,0,0.25,64,0.1,0.389904843645221
5,5,0.05,0.25,0.3,0.579075960594554
1,-5,0.1,0.25,0.3,0.42261148561752
2,-5,0.1,0.25,0.3,-5.49972530101134
3,-5,0.1,0.25,0.3,-4.27723765413682
4,-5,0.1,0.25,0.3,-6.29772911628029
5,-5,0.1,0.25,0.3,-7.18865123887122
1,-2.5,0.1,0.25,0.3,0.422700742107954
2,-2.5,0.1,0.25,0.3,-4.03505251162278
3,-2.5,0.1,0.25,0.3,-3.75775017196225
4,-2.5,0.1,0.25,0.3,-5.25693211795118
5,-2.5,0.1,0.25,0.3,-5.80714278748248
1,0,0.1,0.25,0.3,0.422631871543144
2,0,0.1,0.25,0.3,0.368737364912971
3,0,0.1,0.25,0.3,0.25280753835957
4,0,0.1,0.25,0.3,0.146388169417409
5,0,0.1,0.25,0.3,0.0916939165305629
1,2.5,0.1,0.25,0.3,0.422700054252358
2,2.5,0.1,0.25,0.3,0.490964114464696
3,2.5,0.1,0.25,0.3,0.563558258503589
4,2.5,0.1,0.25,0.3,0.589849214539765
5,5,0.35,4,0.1,-0.146271784124358
1,-5,0.4,4,0.1,0.294503811206054
2,-5,0.4,4,0.1,-7.34682403330007
3,-5,0.4,4,0.1,-8.51233219109637
4,-5,0.4,4,0.1,-9.14807212008767
5,-5,0.4,4,0.1,-12.2690523294491
1,-2.5,0.4,4,0.1,0.29446232076566
2,-2.5,0.4,4,0.1,-6.75763083748413
3,-2.5,0.4,4,0.1,-5.84725297188358
3,2.5,0.35,8,0.1,0.425247503063881
4,-2.5,0.4,4,0.1,-7.63406575685674
5,-2.5,0.4,4,0.1,-7.27707662777579
1,0,0.4,4,0.1,0.29440841396184
2,0,0.4,4,0.1,0.374060064667807
5,2.5,0.1,0.25,0.3,0.586831217602262
1,5,0.1,0.25,0.3,0.422613906592592
2,5,0.1,0.25,0.3,0.487348186329777
3,5,0.1,0.25,0.3,0.566357482973433
3,0,0.4,4,0.1,0.402084394907144
4,5,0.1,0.25,0.3,0.581798266240463
3,5,0.2,128,0.1,0.330325708445802
4,0,0.4,4,0.1,0.348774459099739
4,5,0.25,32,0.1,0.130202913995206
4,2.5,0.3,16,0.1,0.221187173663953
4,0,0.25,64,0.1,0.309824361501069
5,5,0.2,1,0.2,0.322673305282023
1,-5,0.25,1,0.2,0.38346142173464
2,-5,0.25,1,0.2,-5.33831701486781
3,-5,0.25,1,0.2,-6.64819525058954
4,-5,0.25,1,0.2,-8.66476611588099
5,-5,0.25,1,0.2,-6.28114791467521
1,-2.5,0.25,1,0.2,0.383490833024843
2,-2.5,0.25,1,0.2,-4.99526089905875
3,-2.5,0.25,1,0.2,-4.76379008656058
4,-2.5,0.25,1,0.2,-7.45295958592467
5,-2.5,0.25,1,0.2,-6.74142464944847
1,0,0.25,1,0.2,0.383557797859351
2,0,0.25,1,0.2,0.491923119622673
3,0,0.25,1,0.2,0.51105143294735
4,0,0.25,1,0.2,0.472298446116351
5,5,0.1,0.25,0.3,0.551666711533346
1,-5,0.15,0.25,0.3,0.421854123730385
5,0,0.25,1,0.2,0.430987986453549
2,-5,0.15,0.25,0.3,-5.72306615342502
1,2.5,0.25,1,0.2,0.383544338019952
5,5,0.1,2,0.2,0.426643609139631
3,-5,0.15,0.25,0.3,-4.81400442406972
1,-5,0.15,2,0.2,0.383649189912539
2,2.5,0.25,1,0.2,0.509447092139735
4,-5,0.15,0.25,0.3,-7.80450160083996
2,-5,0.15,2,0.2,-6.70612978264904
3,-5,0.15,2,0.2,-6.41933961751861
5,-5,0.15,0.25,0.3,-7.7323063736973
4,-5,0.15,2,0.2,-8.82699655133742
1,-2.5,0.15,0.25,0.3,0.422014462540998
5,-5,0.15,2,0.2,-9.67102577831292
1,-2.5,0.15,2,0.2,0.383631024744053
2,-2.5,0.15,0.25,0.3,-4.22219024846105
2,-2.5,0.15,2,0.2,-5.0838213443163
3,-2.5,0.15,0.25,0.3,-4.21846519807971
3,-2.5,0.15,2,0.2,-5.90659230205543
4,-2.5,0.15,2,0.2,-7.61444801053342
4,-2.5,0.15,0.25,0.3,-5.46109598942915
5,-2.5,0.15,2,0.2,-8.13441621251658
3,2.5,0.25,1,0.2,0.538592522519357
5,-2.5,0.15,0.25,0.3,-6.36168009839903
1,0,0.15,2,0.2,0.383630665806902
2,0,0.15,2,0.2,0.490670466487139
1,0,0.15,0.25,0.3,0.4218504287965
3,0,0.15,2,0.2,0.479125037344121
2,0,0.15,0.25,0.3,0.482559197902495
3,0,0.15,0.25,0.3,0.411458993293511
4,0,0.15,2,0.2,0.416041459778619
4,0,0.15,0.25,0.3,0.362751623313039
5,0,0.15,2,0.2,0.374315799384135
1,2.5,0.15,2,0.2,0.383702764103038
5,0,0.15,0.25,0.3,0.289362534216135
1,2.5,0.15,0.25,0.3,0.421939805148399
2,2.5,0.15,2,0.2,0.508128680086844
2,2.5,0.15,0.25,0.3,0.518262714344288
3,2.5,0.15,0.25,0.3,0.574583836738475
3,2.5,0.15,2,0.2,0.540297977264902
4,2.5,0.15,0.25,0.3,0.586425610118081
4,2.5,0.35,8,0.1,0.21244952966484
4,2.5,0.15,2,0.2,0.516100118451068
5,2.5,0.15,0.25,0.3,0.545690179871703
1,5,0.15,0.25,0.3,0.421884310089737
2,5,0.15,0.25,0.3,0.517350066354765
3,5,0.15,0.25,0.3,0.575228834122991
5,2.5,0.35,0.5,0.2,0.30763106331345
1,5,0.35,0.5,0.2,0.386615802687694
2,5,0.35,0.5,0.2,0.509425518179223
4,2.5,0.25,1,0.2,0.48367986191296
3,5,0.35,0.5,0.2,0.530711862291085
4,5,0.15,0.25,0.3,0.58608994605326
5,0,0.4,4,0.1,0.188769679417466
1,2.5,0.4,4,0.1,0.294520976385429
2,2.5,0.4,4,0.1,0.396973826330778
4,5,0.2,128,0.1,0.0563873771158396
3,2.5,0.4,4,0.1,0.425526419775959
5,2.5,0.15,2,0.2,0.449751300277443
4,5,0.35,0.5,0.2,0.469504786821075
1,5,0.15,2,0.2,0.383415601588242
2,5,0.15,2,0.2,0.504979481676559
5,0,0.25,64,0.1,0.116235793509006
1,2.5,0.25,64,0.1,0.294704348969074
3,5,0.15,2,0.2,0.53999105746215
2,2.5,0.25,64,0.1,0.389525760224181
5,5,0.15,0.25,0.3,0.518892157142815
1,-5,0.2,0.25,0.3,0.425393883964623
2,-5,0.2,0.25,0.3,-4.72167018857925
3,-5,0.2,0.25,0.3,-5.17542092192761
4,-5,0.2,0.25,0.3,-6.62366210250169
5,-5,0.2,0.25,0.3,-8.1196047410577
1,-2.5,0.2,0.25,0.3,0.425458018408888
2,-2.5,0.2,0.25,0.3,-4.36133271784336
3,-2.5,0.2,0.25,0.3,-4.43185120586669
4,-2.5,0.2,0.25,0.3,-6.78174857854366
5,-2.5,0.2,0.25,0.3,-6.76262587130842
1,0,0.2,0.25,0.3,0.42541693441174
2,0,0.2,0.25,0.3,0.523924050479257
3,0,0.2,0.25,0.3,0.477731701189226
4,0,0.2,0.25,0.3,0.444516388594235
5,0,0.2,0.25,0.3,0.405408015578003
1,2.5,0.2,0.25,0.3,0.425394065014593
2,2.5,0.2,0.25,0.3,0.540494466984497
3,2.5,0.2,0.25,0.3,0.580211366021773
4,2.5,0.2,0.25,0.3,0.584986207248181
5,5,0.25,32,0.1,-0.229749825309704
1,-5,0.3,32,0.1,0.294523021973803
2,-5,0.3,32,0.1,-8.42255484170815
3,-5,0.3,32,0.1,-9.70651915066824
4,-5,0.3,32,0.1,-10.2718112193741
5,-5,0.3,32,0.1,-10.2818157594789
1,-2.5,0.3,32,0.1,0.294705698592872
2,-2.5,0.3,32,0.1,-7.8348842824291
3,-2.5,0.3,32,0.1,-5.64628924051482
4,-2.5,0.3,32,0.1,-8.72115650272777
5,-2.5,0.3,32,0.1,-5.92801675464177
1,0,0.3,32,0.1,0.294321448121433
2,0,0.3,32,0.1,0.378245508032526
5,2.5,0.3,16,0.1,-0.239771170533646
1,5,0.3,16,0.1,0.29445888377587
4,5,0.15,2,0.2,0.505721115214852
2,5,0.3,16,0.1,0.393370466339007
3,0,0.3,32,0.1,0.390737119882564
3,2.5,0.25,64,0.1,0.361635866217977
5,2.5,0.2,0.25,0.3,0.507325989103539
1,5,0.2,0.25,0.3,0.425427051676171
5,2.5,0.25,1,0.2,0.386671122159421
2,5,0.2,0.25,0.3,0.538543605080248
1,5,0.25,1,0.2,0.38342241740588
2,5,0.25,1,0.2,0.508170658601592
3,5,0.2,0.25,0.3,0.583440786032871
5,2.5,0.35,8,0.1,-0.196910832494759
1,5,0.35,8,0.1,0.294692578705495
2,5,0.35,8,0.1,0.393338525319815
3,5,0.25,1,0.2,0.541712362617772
4,2.5,0.4,4,0.1,0.275926365221312
4,5,0.2,0.25,0.3,0.561716659375709
3,5,0.3,16,0.1,0.39531788646593
3,5,0.35,8,0.1,0.439495091110943
4,0,0.3,32,0.1,0.308565972775249
4,5,0.25,1,0.2,0.485538130214703
5,5,0.2,128,0.1,-0.368747739677715
1,-5,0.25,128,0.1,0.294692703490434
2,-5,0.25,128,0.1,-9.15653206619564
3,-5,0.25,128,0.1,-10.5165433407621
4,-5,0.25,128,0.1,-11.0556618766316
5,-5,0.25,128,0.1,-13.8970063738591
1,-2.5,0.25,128,0.1,0.294283053200533
2,-2.5,0.25,128,0.1,-8.59569379845034
3,-2.5,0.25,128,0.1,-9.90089554697479
4,-2.5,0.25,128,0.1,-9.42927437585311
5,-2.5,0.25,128,0.1,-12.5165059243808
1,0,0.25,128,0.1,0.294575707897211
2,0,0.25,128,0.1,0.378363505391764
3,0,0.25,128,0.1,0.382205842073542
4,2.5,0.25,64,0.1,0.100693701014281
5,5,0.35,0.5,0.2,0.169530755647716
1,-5,0.4,0.5,0.2,0.385842968736689
2,-5,0.4,0.5,0.2,-5.22535228964762
3,-5,0.4,0.5,0.2,-5.7469034326062
4,-5,0.4,0.5,0.2,-7.20675100132026
5,-5,0.4,0.5,0.2,-7.88925365313847
1,-2.5,0.4,0.5,0.2,0.385973118443588
2,-2.5,0.4,0.5,0.2,-6.01205268454273
3,-2.5,0.4,0.5,0.2,-6.23795287535823
4,-2.5,0.4,0.5,0.2,-7.22641077863366
5,-2.5,0.4,0.5,0.2,-7.01583376216875
1,0,0.4,0.5,0.2,0.386049974516852
2,0,0.4,0.5,0.2,0.496267909200999
3,0,0.4,0.5,0.2,0.526384186677079
4,0,0.4,0.5,0.2,0.487429826987507
5,5,0.15,2,0.2,0.378433366337617
1,-5,0.2,2,0.2,0.386882650974564
2,-5,0.2,2,0.2,-6.86916338861108
3,-5,0.2,2,0.2,-6.82762761849796
4,-5,0.2,2,0.2,-8.95372983572449
5,-5,0.2,2,0.2,-10.0765796951751
1,-2.5,0.2,2,0.2,0.386701487017964
2,-2.5,0.2,2,0.2,-5.22535228964762
3,-2.5,0.2,2,0.2,-4.84588967440102
4,-2.5,0.2,2,0.2,-6.51770067775904
5,-2.5,0.2,2,0.2,-6.84985048994886
1,0,0.2,2,0.2,0.386680865064748
2,0,0.2,2,0.2,0.496267909200999
3,0,0.2,2,0.2,0.511175100586768
4,0,0.2,2,0.2,0.468655830899316
5,0,0.2,2,0.2,0.426188373860557
1,2.5,0.2,2,0.2,0.386770741240734
2,2.5,0.2,2,0.2,0.511111129037805
3,2.5,0.2,2,0.2,0.539869216274468
4,5,0.35,8,0.1,0.164239941790119
5,2.5,0.4,4,0.1,-0.239799109497126
1,5,0.4,4,0.1,0.294425658954649
5,5,0.2,0.25,0.3,0.46279079984797
1,-5,0.25,0.25,0.3,0.427293909682949
2,-5,0.25,0.25,0.3,-4.82464440336334
3,-5,0.25,0.25,0.3,-5.47013242561751
2,5,0.4,4,0.1,0.394325173961115
4,-5,0.25,0.25,0.3,-8.06880428619492
5,-5,0.25,0.25,0.3,-8.43060841019216
1,-2.5,0.25,0.25,0.3,0.427321203112002
2,-2.5,0.25,0.25,0.3,-4.46326937332082
3,-2.5,0.25,0.25,0.3,-4.58779795457394
4,-2.5,0.25,0.25,0.3,-6.87792877883172
5,0,0.4,0.5,0.2,0.387992710635126
1,2.5,0.4,0.5,0.2,0.385955454560004
5,-2.5,0.25,0.25,0.3,-7.11905070452691
1,0,0.25,0.25,0.3,0.427436927601041
2,2.5,0.4,0.5,0.2,0.511541386938267
2,0,0.25,0.25,0.3,0.54057710137105
3,0,0.25,0.25,0.3,0.523016427273471
4,0,0.25,0.25,0.3,0.489483838599883
5,0,0.25,0.25,0.3,0.46034341555096
1,2.5,0.25,0.25,0.3,0.427375045817822
2,2.5,0.25,0.25,0.3,0.562241182215257
3,2.5,0.4,0.5,0.2,0.528092294480054
4,5,0.3,16,0.1,0.111384650716621
3,2.5,0.25,0.25,0.3,0.589219916001363
4,2.5,0.2,2,0.2,0.481703207043228
5,0,0.3,32,0.1,0.0931022222018495
1,2.5,0.3,32,0.1,0.294238426045088
4,2.5,0.25,0.25,0.3,0.565727321795116
2,2.5,0.3,32,0.1,0.392730075542437
4,0,0.25,128,0.1,0.288748883492863
3,5,0.4,4,0.1,0.429189118007373
4,2.5,0.4,0.5,0.2,0.461873438550699
3,2.5,0.3,32,0.1,0.412180166281614
5,2.5,0.25,0.25,0.3,0.495571197234643
1,5,0.25,0.25,0.3,0.427448275913775
2,5,0.25,0.25,0.3,0.560124018983145
3,5,0.25,0.25,0.3,0.593767632931683
5,5,0.25,1,0.2,0.288224255314111
1,-5,0.3,1,0.2,0.383674687784731
2,-5,0.3,1,0.2,-5.41943984720423
3,-5,0.3,1,0.2,-5.08570912601752
4,-5,0.3,1,0.2,-8.7396298012147
5,-5,0.3,1,0.2,-10.1736378956337
